Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,NY,New York,Dutchess,36027,36027180001,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,3.0,4877,POINT (-73.68494034 41.69013383),36027180001,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Dutchess,36027,36027190401,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.0,,,2.7,3.4,2085,POINT (-73.9218961 41.56654957),36027190401,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Dutchess,36027,36027610000,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.9,,,34.8,45.0,2077,POINT (-73.72132843 41.58136125),36027610000,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Franklin,36033,36033951200,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.3,1987,POINT (-74.45934762 44.15681582),36033951200,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Herkimer,36043,36043011100,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.2,,,29.6,39.0,2044,POINT (-74.98502814 43.02105788),36043011100,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Jefferson,36045,36045062100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.8,4695,POINT (-75.9056051 43.97334358),36045062100,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Madison,36053,36053030102,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.7,4977,POINT (-75.66495967 43.09451202),36053030102,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Madison,36053,36053030402,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.3,2.9,3081,POINT (-75.85579351 43.04977107),36053030402,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Monroe,36055,36055003802,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,0.5,,,0.4,0.6,2320,POINT (-77.62926968 43.12871071),36055003802,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Monroe,36055,36055006000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.3,2.9,3415,POINT (-77.55817369 43.16391679),36055006000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Monroe,36055,36055007801,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.5,,,24.5,30.6,2458,POINT (-77.56577585 43.14731922),36055007801,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Monroe,36055,36055011201,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.5,3.4,3649,POINT (-77.52235265 43.21972691),36055011201,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Monroe,36055,36055011603,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.4,,,3.0,3.8,1314,POINT (-77.49909779 43.12789194),36055011603,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Nassau,36059,36059407402,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.9,,,30.6,37.4,3588,POINT (-73.58257337 40.70319499),36059407402,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Nassau,36059,36059409700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.4,3.3,4246,POINT (-73.50554752 40.69652917),36059409700,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Nassau,36059,36059517600,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.3,3.0,4697,POINT (-73.61803761 40.84492553),36059517600,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Nassau,36059,36059519000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,,,2.1,2.7,6267,POINT (-73.53970165 40.75198221),36059519000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Nassau,36059,36059519300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.2,,,1.9,2.5,5956,POINT (-73.51377731 40.76577503),36059519300,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Nassau,36059,36059519500,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.9,5806,POINT (-73.51147366 40.78365984),36059519500,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Nassau,36059,36059521801,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.8,,,24.7,31.2,3629,POINT (-73.43606119 40.69213305),36059521801,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Nassau,36059,36059980100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,0.3,,,0.2,0.4,1190,POINT (-73.65205921 40.72045912),36059980100,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Nassau,36059,36059982100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,0.4,,,0.4,0.5,1443,POINT (-73.57040062 40.79316344),36059982100,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061002201,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,3.0,3.6,6398,POINT (-73.98183835 40.71915027),36061002201,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061003001,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.1,,,1.0,1.3,4492,POINT (-73.98681782 40.72101725),36061003001,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061005501,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.7,,,1.5,2.0,4204,POINT (-73.99705754 40.72766359),36061005501,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061008100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.4,,,1.3,1.6,8047,POINT (-73.99876295 40.73980224),36061008100,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061010900,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.1,,,0.9,1.2,183,POINT (-73.98970479 40.75226294),36061010900,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061011600,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.3,,,1.2,1.5,3543,POINT (-73.9561684 40.76333462),36061011600,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061011700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,0.9,,,0.8,1.0,3364,POINT (-73.99969116 40.75975294),36061011700,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061011800,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,,,1.7,2.2,8767,POINT (-73.96085044 40.76527257),36061011800,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061014700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,0.8,,,0.7,0.9,2755,POINT (-73.98878339 40.77132149),36061014700,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061014801,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,16.0,,,14.0,18.2,2863,POINT (-73.95608874 40.77885305),36061014801,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,New York,36061,36061017800,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.0,,,22.3,27.9,3912,POINT (-73.93364039 40.79477907),36061017800,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,New York,36061,36061019600,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,6.3,,,5.5,7.2,3931,POINT (-73.93850785 40.80277554),36061019600,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061020701,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.2,,,1.1,1.4,3329,POINT (-73.95845712 40.80897973),36061020701,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061023801,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.2,,,1.9,2.4,9723,POINT (-73.95390886 40.75745339),36061023801,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061025500,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.0,,,1.8,2.2,5771,POINT (-73.94398497 40.8453519),36061025500,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061025700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,,,2.0,2.6,3876,POINT (-73.95407387 40.80843966),36061025700,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,New York,36061,36061028100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,,,2.1,2.8,2867,POINT (-73.93458829 40.85697398),36061028100,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Niagara,36063,36063021000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,4.0,2837,POINT (-79.03238873 43.09829765),36063021000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Niagara,36063,36063022200,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.4,3.2,3805,POINT (-78.96601038 43.07534571),36063022200,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Niagara,36063,36063022902,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3.1,3121,POINT (-78.89524615 43.06146869),36063022902,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Oneida,36065,36065020803,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.0,,,3.6,4.4,2719,POINT (-75.21624492 43.09795421),36065020803,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Oneida,36065,36065021601,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.6,,,3.1,4.1,5292,POINT (-75.18723038 43.11456539),36065021601,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Oneida,36065,36065021702,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.4,3.2,2572,POINT (-75.28242946 43.08424102),36065021702,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067001000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.2,4.2,4004,POINT (-76.10954547 43.07223262),36067001000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067001900,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.0,,,2.6,3.5,3894,POINT (-76.09688155 43.0635585),36067001900,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067002101,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.3,2791,POINT (-76.17124788 43.05263867),36067002101,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067003601,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.5,,,4.0,5.0,2404,POINT (-76.10928043 43.05095376),36067003601,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067004301,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.0,,,3.6,4.4,1510,POINT (-76.14001583 43.0388645),36067004301,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067004600,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.1,5120,POINT (-76.09779053 43.03997799),36067004600,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067006000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,3.0,3.7,3646,POINT (-76.15569331 42.997614),36067006000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067011101,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.9,5907,POINT (-76.22210164 43.1414378),36067011101,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067011201,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.5,,,24.9,30.2,3924,POINT (-76.24952753 43.16612143),36067011201,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,NY,New York,Onondaga,36067,36067012200,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.4,3.2,1213,POINT (-76.30932843 43.03866779),36067012200,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067012800,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,,,2.7,3.5,3129,POINT (-76.23148634 43.09143242),36067012800,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067013400,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.8,5505,POINT (-76.23057681 43.12001069),36067013400,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067014500,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.7,4074,POINT (-76.05922224 43.09547589),36067014500,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067014600,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.3,3.1,4967,POINT (-76.05980459 43.0504262),36067014600,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Onondaga,36067,36067016901,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.3,2.9,2738,POINT (-76.13510272 42.81138148),36067016901,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Ontario,36069,36069050201,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.3,2.8,6192,POINT (-77.30291092 42.99438995),36069050201,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Ontario,36069,36069050500,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.2,,,33.1,41.6,6100,POINT (-77.4645832 42.90004817),36069050500,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Ontario,36069,36069051600,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.7,4012,POINT (-76.99962384 42.87028434),36069051600,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Ontario,36069,36069052000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,5025,POINT (-77.53713402 42.75944851),36069052000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Oswego,36075,36075020302,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.8,3.6,3353,POINT (-76.13869824 43.54559448),36075020302,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Oswego,36075,36075020702,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,3.0,3.7,4206,POINT (-76.16418368 43.27282309),36075020702,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081002200,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,,,2.2,2.7,2077,POINT (-73.85058116 40.69596952),36081002200,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081005100,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.7,,,23.2,28.4,2231,POINT (-73.93213614 40.75563993),36081005100,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081005400,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.6,,,26.9,32.6,5257,POINT (-73.84880373 40.67876022),36081005400,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081005700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.8,,,1.6,2.0,4321,POINT (-73.92567021 40.75695466),36081005700,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081027600,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.8,,,33.6,40.4,1165,POINT (-73.78624639 40.68760294),36081027600,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081047300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.9,3997,POINT (-73.87597837 40.73728477),36081047300,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081048000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.0,,,2.7,3.3,2506,POINT (-73.77297775 40.71285141),36081048000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081048300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.2,,,2.0,2.5,4047,POINT (-73.89267916 40.74172162),36081048300,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081053800,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.8,,,3.3,4.3,1755,POINT (-73.74254303 40.70649011),36081053800,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081054000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.6,,,3.2,4.1,4222,POINT (-73.74320762 40.71281478),36081054000,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081060800,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.4,,,31.2,37.9,1413,POINT (-73.74131709 40.69361459),36081060800,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081061601,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.9,,,3.4,4.4,2180,POINT (-73.73185822 40.68185519),36081061601,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081063302,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.0,,,24.1,30.0,1476,POINT (-73.87140372 40.70539539),36081063302,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081073700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,,,1.7,2.2,2042,POINT (-73.84322788 40.71849247),36081073700,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081074300,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,23.8,,,21.4,26.5,4221,POINT (-73.84926223 40.73229764),36081074300,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081076902,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.0,,,1.7,2.2,1371,POINT (-73.83407735 40.71502192),36081076902,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081084601,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.6,,,24.0,29.4,2730,POINT (-73.82173915 40.66733899),36081084601,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081085700,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,21.9,,,19.6,24.4,5953,POINT (-73.82303977 40.75705691),36081085700,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Queens,36081,36081089200,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.7,7430,POINT (-73.84640527 40.65395778),36081089200,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081111300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.9,2559,POINT (-73.76334269 40.76721762),36081111300,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081148300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.2,3.0,2863,POINT (-73.74919544 40.77459105),36081148300,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Queens,36081,36081162100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,,,2.1,2.5,6197,POINT (-73.72973128 40.72845151),36081162100,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Richmond,36085,36085002002,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.5,3.3,3258,POINT (-74.0702148 40.60149417),36085002002,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Richmond,36085,36085002100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.0,4236,POINT (-74.07731651 40.63058471),36085002100,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Richmond,36085,36085015602,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.4,3.2,3320,POINT (-74.16182116 40.53604398),36085015602,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Richmond,36085,36085018701,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.3,3.0,1807,POINT (-74.12727802 40.61072686),36085018701,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Richmond,36085,36085020803,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.2,,,1.9,2.5,6463,POINT (-74.21067199 40.53281344),36085020803,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Richmond,36085,36085023900,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.0,,,32.6,41.6,3250,POINT (-74.14928615 40.62953615),36085023900,HLTHOUT,OBESITY,CrdPrv,Obesity
